year,km_driven,mileage,engine,max_power,torque,max_torque_rpm,name,fuel,seller_type,transmission,owner,seats,selling_price
2016,35000,16.8,796,34.2,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,8,220000
2017,35000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,450000
2013,50000,16.95,1197,78.9,111.8,4000.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,290000
2011,20000,16.95,1197,78.9,111.8,4000.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,265000
2012,50000,18.6,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,330000
2014,120000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,509999
2014,70000,17.1,1591,121.3,154.9,4200.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2015,50000,17.19,1197,81.86,114.73,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,525000
2019,16500,21.01,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,675000
2010,70000,17.0,1197,80.0,111.79581,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,300000
2005,99361,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,90000
2014,70000,19.1,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,409000
2015,80000,24.0,1120,70.0,160.0,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,395000
2010,70000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,Second Owner,5,215000
2012,60000,18.6,1199,79.4,108.0,4400.0,Chevrolet,Petrol,Individual,Manual,Third Owner,5,120000
2018,10000,20.3,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Automatic,First Owner,5,645000
2006,80000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,81000
2017,30000,25.6,1498,97.9,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,1300000
2017,33000,25.6,1498,97.9,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,1250000
2013,90000,16.02,1373,93.7,130.0,4000.0,Maruti,Petrol,Individual,Manual,Third Owner,7,535000
2014,80100,19.01,1461,108.5,248.0,2250.0,Nissan,Diesel,Individual,Manual,Second Owner,5,555000
2014,120000,17.4,1497,117.3,145.0,4600.0,Honda,Petrol,Individual,Manual,First Owner,5,725000
1983,10000,19.3,1248,81.86,153.0,2800.0,Mahindra,Diesel,Individual,Manual,Third Owner,5,300000
2016,40000,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,First Owner,5,229999
2013,160000,12.99,2494,100.6,200.0,3600.0,Toyota,Diesel,Individual,Manual,Second Owner,8,800000
2017,47000,20.51,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,409999
2018,25000,21.38,1396,88.7,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,1210000
2017,26000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,400000
2018,29000,24.0,1186,73.97,190.24,2250.0,Hyundai,Diesel,Individual,Manual,First Owner,5,520000
2016,50000,21.4,1197,83.1,115.0,4000.0,Maruti,Petrol,Individual,Automatic,First Owner,5,650000
2011,58000,16.1,1298,88.2,11.5,4500.0,Maruti,Petrol,Individual,Manual,Third Owner,5,325000
2012,120000,17.4,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Automatic,First Owner,5,420000
2003,60000,17.3,993,60.0,78.0,4500.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,65000
2017,36000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,351000
2007,120000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Third Owner,8,404000
2011,185000,21.1,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Third Owner,5,185000
2011,50000,23.08,1461,63.1,160.0,2000.0,Nissan,Diesel,Individual,Manual,First Owner,5,250000
2002,100000,17.3,993,60.0,78.0,4500.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,60000
2013,50000,17.1,1591,121.3,154.9,4200.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,500000
2007,80000,18.2,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,85000
2005,60000,19.3,1248,81.86,153.0,2800.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,85000
2005,80000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,85000
2010,162000,19.0,998,66.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,130000
2013,110000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,Third Owner,7,480000
2008,120000,17.8,1248,75.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Third Owner,5,170000
2011,45000,23.08,1461,63.1,160.0,2000.0,Nissan,Diesel,Individual,Manual,First Owner,5,275000
2005,90000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,89000
2010,90000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,170000
2017,67000,17.01,1582,126.2,259.9,2750.0,Hyundai,Diesel,Individual,Automatic,First Owner,5,1100000
2018,52000,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Manual,First Owner,5,610000
2016,40000,20.63,1198,67.0,104.0,4000.0,Datsun,Petrol,Dealer,Manual,First Owner,5,335000
2018,35000,14.24,2755,174.5,420.0,2600.0,Toyota,Diesel,Individual,Manual,First Owner,7,3000000
2018,13000,20.71,799,53.26,72.0,4386.0,Renault,Petrol,Dealer,Manual,First Owner,5,390000
2012,40000,18.5,1198,86.8,109.0,4500.0,Honda,Petrol,Dealer,Manual,First Owner,5,325000
2019,10000,17.0,1198,73.75,110.0,3750.0,Volkswagen,Petrol,Dealer,Manual,First Owner,5,640000
2012,9000,16.95,1498,97.7,134.0,4000.0,Nissan,Petrol,Dealer,Manual,First Owner,5,450000
2013,70000,23.59,1364,67.06,170.0,2400.0,Toyota,Diesel,Dealer,Manual,Second Owner,5,400000
2009,60000,20.36,1197,78.9,111.8,4000.0,Hyundai,Petrol,Dealer,Manual,First Owner,5,215000
2014,40000,20.45,1461,83.8,200.0,1900.0,Renault,Diesel,Dealer,Manual,First Owner,5,570000
2012,93000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Dealer,Manual,First Owner,7,680000
2008,80000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Fourth & Above Owner,7,325000
2011,50000,15.64,1193,64.08,100.0,2700.0,Tata,Petrol,Individual,Manual,Second Owner,5,150000
2013,68000,14.5,1797,147.5,177.5,4700.0,Hyundai,Petrol,Dealer,Automatic,First Owner,5,690000
2012,18000,25.4,624,37.5,51.0,4000.0,Tata,Petrol,Dealer,Manual,First Owner,4,64000
2013,120000,23.08,1461,63.1,160.0,2000.0,Nissan,Diesel,Individual,Manual,First Owner,5,250000
2005,35000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,65000
2016,60000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,550000
2016,30000,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,First Owner,5,300000
2016,70000,16.34,1798,189.3,250.0,5300.0,Volkswagen,Petrol,Individual,Automatic,First Owner,5,800000
2015,110000,14.1,2179,147.94,320.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,7,503000
2013,58343,21.79,998,67.05,90.0,3500.0,Maruti,Petrol,Trustmark Dealer,Manual,First Owner,5,225000
2018,38817,27.39,1248,74.0,190.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,740000
2016,56494,18.2,1199,88.7,110.0,4800.0,Honda,Petrol,Trustmark Dealer,Manual,First Owner,5,550000
2013,79328,12.99,2494,100.6,200.0,3600.0,Toyota,Diesel,Trustmark Dealer,Manual,Second Owner,7,750000
2019,5621,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Trustmark Dealer,Automatic,First Owner,5,650000
2017,25538,16.78,1496,88.73,132.0,3000.0,Toyota,Petrol,Trustmark Dealer,Manual,First Owner,5,625000
2018,69779,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Automatic,First Owner,5,600000
2017,56290,24.0,1186,73.97,190.24,2250.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,450000
2019,8500,16.78,1995,190.0,400.0,2500.0,BMW,Diesel,Dealer,Automatic,First Owner,5,5500000
2019,7032,19.0,1199,88.76,110.0,4800.0,Honda,Petrol,Trustmark Dealer,Automatic,First Owner,5,779000
2018,2000,16.8,1984,150.0,350.0,2750.0,Volvo,Diesel,Dealer,Automatic,First Owner,5,2475000
2012,162000,19.3,1248,81.86,153.0,2800.0,Toyota,Diesel,Individual,Manual,Third Owner,5,265000
2009,120000,11.1,2354,158.8,218.0,4200.0,Honda,Petrol,Individual,Automatic,Second Owner,5,500000
2015,90000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,480000
2014,70000,22.32,1582,126.32,259.8,2750.0,Hyundai,Diesel,Individual,Manual,Third Owner,5,535000
2005,240000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Third Owner,8,250000
2012,100000,21.5,1248,88.8,200.0,1750.0,Maruti,Diesel,Individual,Manual,Second Owner,5,300000
2009,214000,16.8,1493,110.0,24.0,1900.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,340000
2016,50000,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,240000
2018,1000,18.0,1497,117.6,145.0,4600.0,Honda,Petrol,Individual,Automatic,First Owner,5,1085000
2017,19000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Automatic,First Owner,5,750000
2012,265000,17.0,1405,70.0,13.5,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,95000
2020,35000,3.5496,1196,61.7,85.0,3000.0,Maruti,CNG,Individual,Manual,First Owner,5,409999
2014,80000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,215000
2016,50000,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Automatic,First Owner,7,1290000
2010,80000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,150000
2018,100000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,325000
2013,120000,15.1,1196,73.0,101.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,260000
2019,20000,18.0,1969,190.0,400.0,2800.0,Volvo,Diesel,Individual,Automatic,First Owner,5,3800000
2019,40000,23.8,1498,78.9,160.0,1750.0,Honda,Diesel,Individual,Automatic,First Owner,5,700000
2017,45000,21.38,1396,88.7,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,950000
2010,80000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,160000
2015,135000,24.4,1120,71.01,180.4,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,409999
2015,120000,12.99,2494,100.6,200.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,840000
2013,67000,23.59,1364,67.1,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,450000
2017,50000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,900000
2008,134000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,570000
2011,110000,23.08,1461,63.1,160.0,2000.0,Nissan,Diesel,Individual,Manual,Second Owner,5,254999
2009,40000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,130000
2013,120000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,530000
2015,110000,20.14,1498,88.8,230.0,2500.0,Volkswagen,Diesel,Individual,Manual,Second Owner,5,520000
2011,170000,21.0,1461,64.1,160.0,2000.0,Mahindra,Diesel,Individual,Manual,Second Owner,5,229999
2004,80000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,81000
2016,47000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,600000
2015,93000,19.1,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,409999
2015,70000,20.0,1399,68.05,160.0,2000.0,Ford,Diesel,Individual,Manual,First Owner,5,292000
2012,80000,13.93,2179,138.03,320.0,2700.0,Tata,Diesel,Individual,Manual,First Owner,7,390000
2016,44000,18.16,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,550000
2014,25000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,385000
2016,25000,15.29,1591,121.3,151.0,4850.0,Hyundai,Petrol,Individual,Manual,First Owner,5,800000
2019,10000,21.21,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,675000
2018,50000,17.6,2179,153.86,400.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,7,1525000
2018,30000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,950000
2015,50000,21.19,1396,88.73,219.66,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,610000
2012,120000,22.54,1396,88.73,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,525000
2015,80000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,375000
2015,90000,20.45,1461,83.8,200.0,1900.0,Nissan,Diesel,Individual,Manual,First Owner,5,580000
2015,50000,20.4,1197,83.11,115.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,434999
2020,2136,22.5,999,67.0,91.0,4250.0,Datsun,Petrol,Individual,Manual,First Owner,5,350000
2012,250000,12.99,2494,100.0,200.0,3400.0,Toyota,Diesel,Individual,Manual,First Owner,7,730000
2015,120000,12.99,2494,100.6,200.0,3400.0,Toyota,Diesel,Individual,Manual,First Owner,7,1050000
2017,70000,27.39,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,735000
2018,18000,19.6,1461,108.45,245.0,1750.0,Renault,Diesel,Dealer,Manual,First Owner,5,1050000
2016,110000,18.2,1248,73.74,172.5,1750.0,Chevrolet,Diesel,Individual,Manual,Second Owner,7,420000
2017,60000,23.65,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,800000
2015,60000,12.55,2982,168.5,360.0,3200.0,Toyota,Diesel,Individual,Automatic,First Owner,7,2000000
2016,147000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,600000
2015,130000,12.55,2982,168.5,360.0,3200.0,Toyota,Diesel,Individual,Automatic,First Owner,7,1900000
2011,99500,11.5,1991,147.9,320.0,2000.0,Chevrolet,Diesel,Individual,Manual,Third Owner,7,500000
2011,110000,17.0,1405,71.0,135.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,200000
2016,35000,19.49,1198,67.04,104.0,4000.0,Nissan,Petrol,Individual,Manual,First Owner,5,370000
2010,110000,16.2,1493,110.0,235.3596,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,260000
2014,21000,16.02,1373,93.7,130.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,7,610000
2013,60000,23.5,1498,90.0,204.0,2750.0,Ford,Diesel,Individual,Manual,Second Owner,5,300000
2010,40000,16.6,1405,70.0,14.3,1800.0,Tata,Diesel,Individual,Manual,First Owner,5,140000
2008,50000,19.81,1086,68.05,99.04,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,229999
2010,65000,19.0,998,66.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,200000
2011,80000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,200000
2015,119000,23.9,1582,126.2,259.9,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,560000
2016,80000,24.52,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,750000
2017,90000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,585000
2016,20000,17.01,1591,121.4,154.9,4200.0,Hyundai,Petrol,Individual,Manual,First Owner,5,760000
2014,80000,25.2,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,430000
2020,44665,25.32,1198,77.0,190.0,2250.0,Mahindra,Diesel,Individual,Manual,First Owner,6,480000
2019,10000,20.8,1493,113.4,250.0,2750.0,Kia,Diesel,Individual,Manual,First Owner,5,643000
2018,60000,20.14,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2016,22000,18.5,1198,86.8,109.0,4500.0,Honda,Petrol,Individual,Manual,First Owner,5,425000
2014,25000,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,250000
2016,70000,27.62,793,47.0,125.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,285000
2008,123000,17.5,1298,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,Third Owner,5,160000
2011,70000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,Second Owner,5,250000
2013,45000,23.59,1364,67.06,170.0,2400.0,Toyota,Diesel,Individual,Manual,First Owner,5,409999
2015,40000,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,400000
2019,30000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,700000
2007,90000,12.9,1799,130.0,172.0,4300.0,Honda,Petrol,Individual,Automatic,First Owner,5,350000
2016,34000,17.5,1373,91.1,130.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,7,660000
2017,25000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,268000
2013,50000,25.44,936,57.6,150.0,1750.0,Chevrolet,Diesel,Individual,Manual,First Owner,5,300000
2017,90000,23.84,1199,84.0,114.0,3500.0,Tata,Petrol,Individual,Manual,First Owner,5,450000
2012,70000,25.44,936,57.6,150.0,1750.0,Chevrolet,Diesel,Individual,Manual,Second Owner,5,220000
2009,146000,13.93,2179,138.0,320.0,2700.0,Tata,Diesel,Individual,Manual,Second Owner,7,250000
2012,85000,15.6,1196,70.0,102.0,4000.0,Ford,Petrol,Individual,Manual,Second Owner,5,300000
2009,201850,17.88,1396,52.8,85.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,88000
2016,30000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,561000
2018,15000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,755000
2011,90000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,165000
2008,80000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,190000
2011,50000,17.2,1396,53.5,8.5,2500.0,Tata,Diesel,Individual,Manual,First Owner,5,110000
2012,80000,13.6,2523,63.0,180.0,1500.0,Mahindra,Diesel,Individual,Manual,Second Owner,8,320000
2010,110000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,Second Owner,5,330000
2016,38000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,540000
2016,100000,15.37,1196,73.0,101.0,3000.0,Maruti,Petrol,Individual,Manual,Third Owner,7,270000
2012,30000,17.5,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,450000
2014,30000,19.1,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,450000
2015,50000,18.6,1199,76.8,106.5,4400.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,200000
2016,30000,18.2,1199,82.4,108.5,5000.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,400000
2009,60000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Third Owner,5,125000
2018,14000,17.1,1956,170.0,350.0,2500.0,Jeep,Diesel,Individual,Manual,First Owner,5,1600000
2015,22000,17.4,1497,117.3,145.0,4600.0,Honda,Petrol,Individual,Manual,First Owner,5,900000
2012,90000,20.54,1598,103.6,250.0,2500.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,450000
2018,20000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,801000
2014,15000,15.42,1405,70.0,135.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,7,317000
2014,30000,18.5,1197,82.85,113.7,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,330000
2010,50000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,First Owner,5,160000
2007,110000,15.3,1341,83.0,115.0,3200.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,120000
2015,80000,18.2,1199,82.4,108.5,5000.0,Chevrolet,Petrol,Individual,Manual,First Owner,5,220000
2008,50000,19.3,1248,81.86,153.0,2800.0,Maruti,Diesel,Individual,Manual,Third Owner,5,229999
2015,110000,17.57,1193,88.7,140.0,4000.0,Tata,Petrol,Individual,Manual,First Owner,5,340000
2013,70000,19.68,1399,67.0,160.0,2000.0,Ford,Diesel,Individual,Manual,Second Owner,5,200000
2002,50000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,140000
2013,190000,12.99,2494,100.6,200.0,3600.0,Toyota,Diesel,Individual,Manual,First Owner,8,1000000
2010,100000,13.6,2523,63.0,180.0,1500.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,495000
2015,60000,22.74,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,236000
2009,90000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,275000
2017,32000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Dealer,Manual,First Owner,5,775000
2016,30000,11.36,2755,171.5,360.0,3400.0,Toyota,Diesel,Individual,Automatic,First Owner,7,1800000
2018,5000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,750000
2018,32000,18.9,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,580000
2016,30000,18.7,1199,88.7,110.0,4800.0,Honda,Petrol,Individual,Manual,First Owner,5,484999
2017,43000,15.4,1497,117.3,145.0,4600.0,Honda,Petrol,Dealer,Manual,First Owner,7,700000
2012,60000,17.7,1497,113.42,144.15,4500.0,Hyundai,Petrol,Dealer,Manual,First Owner,5,415000
2015,50000,19.34,1198,76.0,104.0,4400.0,Nissan,Petrol,Individual,Automatic,First Owner,5,325000
2018,14200,18.16,1196,86.8,112.0,4000.0,Ford,Petrol,Individual,Manual,First Owner,5,550000
2017,10000,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,300000
2018,25000,22.7,799,53.64,72.0,4386.0,Datsun,Petrol,Individual,Manual,First Owner,5,217000
2018,19100,19.0,1194,94.68,120.0,4250.0,Ford,Petrol,Individual,Manual,First Owner,5,700000
2014,54000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Dealer,Manual,First Owner,5,484999
2018,35000,22.71,1461,84.8,200.0,2000.0,Nissan,Diesel,Individual,Manual,First Owner,5,670000
2018,20000,18.9,1197,81.86,113.75,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,500000
2016,52000,23.65,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,675000
2011,120000,23.0,1396,90.0,219.66895999999997,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,220000
2013,120000,20.77,1248,88.8,200.0,1750.0,Maruti,Diesel,Individual,Manual,Second Owner,7,630000
2010,90000,18.8,1248,90.0,200.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,250000
2013,75000,22.32,1582,126.3,259.9,2750.0,Hyundai,Diesel,Individual,Automatic,First Owner,5,525000
2011,97500,19.3,1248,0.0,153.0,2800.0,Maruti,Petrol,Individual,Manual,First Owner,5,204999
2016,100000,15.4,1997,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1100000
2012,55735,19.01,1461,108.45,248.0,2250.0,Renault,Diesel,Individual,Manual,Second Owner,5,480000
2014,80000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,605000
2016,50000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,250000
